Item Number,Category Name,Item Description,Vendor,Vendor Name,Bottle Volume__ml,Pack,Inner Pack,Age,Proof,List Date,UPC,SCC,State Bottle Cost,State Case Cost,State Bottle Retail,Report Date
101452,TEMPORARY & SPECIALTY PACKAGES,DEWARS DISCOVERY PACK W/2 MINIS,035,BACARDI USA INC,750,6,3,12,80,09/01/2023,80480958572,10083664874139,15.50,93.00,23.25,03/01/2024
101462,AMERICAN CORDIALS & LIQUEURS,YUKON JACK ASSORTED MINIS,421,SAZERAC COMPANY  INC,50,12,10,0,100,05/01/2021,88004035785,,4.30,51.60,6.45,03/01/2024
101457,TEMPORARY & SPECIALTY PACKAGES,ARDBEG SCORCH GIFT BOX,420,MOET HENNESSY USA,750,6,1,0,92,05/01/2021,81753834241,,59.99,359.94,89.99,03/01/2024
101463,TEMPORARY & SPECIALTY PACKAGES,BOMBAY SAPPHIRE GIN SPRAY CAN TIN,035,BACARDI USA INC,750,6,1,0,94,10/01/2021,80480301026,,13.50,81.00,20.25,03/01/2024
101464,TEMPORARY & SPECIALTY PACKAGES,MONKEY 47 W/2 GLASSES,370,PERNOD RICARD USA,375,6,1,0,94,10/01/2022,80432117361,10083664874139,21.49,128.94,32.24,03/01/2024
101471,TEMPORARY & SPECIALTY PACKAGES,99 HOLIDAY ORNAMENT MINIS,421,SAZERAC COMPANY  INC,50,1,72,0,99,09/01/2021,88004047993,,30.96,30.96,46.44,03/01/2024
101472,TEMPORARY & SPECIALTY PACKAGES,99 BRAND ADULT VARIETY TRICK & TREAT BAG MINI,421,SAZERAC COMPANY  INC,50,1,120,0,99,10/01/2023,88004046972,,51.60,51.60,77.40,03/01/2024
101473,TEMPORARY & SPECIALTY PACKAGES,99 BRAND VARIETY PARTY YARD PACK MINI,421,SAZERAC COMPANY  INC,50,1,120,0,99,10/01/2023,88004048044,,51.60,51.60,77.40,03/01/2024
101476,TEMPORARY & SPECIALTY PACKAGES,RUSSIAN STANDARD W/ROCKS GLASS,239,GREEN MARK USA & ZUBROWKA USA / RUSSIAN STANDARD,750,12,1,0,80,10/01/2021,736040018728,,10.00,120.00,15.00,03/01/2024
101479,TEMPORARY & SPECIALTY PACKAGES,BIRD DOG BLACKBERRY W/2 MINIS,492,WESTERN SPIRITS BEVERAGE,850,6,1,0,80,11/01/2021,812459015166,,10.00,60.00,15.00,03/01/2024
101481,TEMPORARY & SPECIALTY PACKAGES,BIRD DOG BLACK CHERRY W/2 MINIS,492,WESTERN SPIRITS BEVERAGE,850,6,1,0,80,11/01/2021,812459015159,,10.00,60.00,15.00,03/01/2024
101483,TEMPORARY & SPECIALTY PACKAGES,BIRD DOG PEACH W/2 MINIS,492,WESTERN SPIRITS BEVERAGE,850,6,1,0,80,11/01/2021,812459015173,,10.00,60.00,15.00,03/01/2024
101485,TEMPORARY & SPECIALTY PACKAGES,CASAMIGOS BLANCO W/4 COASTERS,260,DIAGEO AMERICAS,750,6,1,0,80,09/01/2023,88076186224,10083664874139,28.49,170.94,42.74,03/01/2024
101486,TEMPORARY & SPECIALTY PACKAGES,CASAMIGOS ANEJO W/4 COASTERS,260,DIAGEO AMERICAS,750,6,1,0,80,09/01/2023,88076186248,10083664874139,32.99,197.94,49.49,03/01/2024
101487,TEMPORARY & SPECIALTY PACKAGES,CASAMIGOS MEZCAL W/4 COASTERS,260,DIAGEO AMERICAS,750,6,1,0,80,09/01/2023,88076186255,10083664874139,34.99,209.94,52.49,03/01/2024
101488,TEMPORARY & SPECIALTY PACKAGES,CASAMIGOS REPOSADO W/4 COASTERS,260,DIAGEO AMERICAS,750,6,1,0,80,09/01/2023,88076186231,10083664874139,29.99,179.94,44.99,03/01/2024
101489,TEMPORARY & SPECIALTY PACKAGES,DEEP EDDY STRAIGHT HOLIDAY VAP,259,HEAVEN HILL BRANDS,900,6,1,0,80,09/01/2021,96749003761,,8.50,51.00,12.75,03/01/2024
101490,TEMPORARY & SPECIALTY PACKAGES,MAKERS MARK FATHERS DAY CO-PACK,065,JIM BEAM BRANDS,750,6,1,0,110,07/01/2021,85246501771,,30.00,180.00,45.00,03/01/2024
101491,TEMPORARY & SPECIALTY PACKAGES,MIDNIGHT MOON PARTY PACK MINIS,384,PIEDMONT DISTILLERS INC,200,12,4,0,100,10/01/2023,850015676178,,5.75,69.00,8.63,03/01/2024
101495,TEMPORARY & SPECIALTY PACKAGES,CIROC W/2 GLASSES,260,DIAGEO AMERICAS,750,6,1,0,80,10/01/2021,88076184886,,16.49,98.94,24.74,03/01/2024
101499,TEMPORARY & SPECIALTY PACKAGES,MIDNIGHT MOON APPLE PIE W/WATERMELON MINI,384,PIEDMONT DISTILLERS INC,800,6,1,0,70,10/01/2022,850015676192,,11.50,69.00,17.25,03/01/2024
101500,TEMPORARY & SPECIALTY PACKAGES,BARENJAGER HONEY LIQUEUR VAP,338,"MARUSSIA BEVERAGES USA, INC / NICHE IMPORT",750,6,1,0,70,08/01/2021,80368533006,,14.92,89.52,22.38,03/01/2024
101505,TEMPORARY & SPECIALTY PACKAGES,DEWARS 19YR US OPEN LABEL,035,BACARDI USA INC,750,6,1,19,86,10/01/2023,80480987985,,39.99,239.94,59.99,03/01/2024
101512,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY PARTY YARD MINI,421,SAZERAC COMPANY  INC,50,1,120,0,66,10/01/2023,88004047504,,51.60,51.60,77.40,03/01/2024
101513,TEMPORARY & SPECIALTY PACKAGES,FIREBALL CINNAMON WHISKEY HOLIDAY ORNAMENT MINIS,421,SAZERAC COMPANY  INC,50,12,6,0,66,09/01/2021,88004047498,,2.58,30.96,3.87,03/01/2024
101515,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY KEG,421,SAZERAC COMPANY  INC,5250,1,2,0,66,10/01/2023,88004047474,,120.00,120.00,180.00,03/01/2024
101521,TEMPORARY & SPECIALTY PACKAGES,LOT NO.40 CHERRIES,421,SAZERAC COMPANY  INC,750,6,1,0,86,08/01/2023,863431000304,10083664874139,18.30,109.80,27.45,03/01/2024
101522,TEMPORARY & SPECIALTY PACKAGES,"SANTO REPOSADO W/HANDPAINTED SALSA BOWL, 6 RECIPE CARDS",460,SHAW-ROSS INTERNATIONAL,750,3,1,0,80,07/01/2021,787440385026,,23.00,69.00,34.50,03/01/2024
101523,TEMPORARY & SPECIALTY PACKAGES,BALCONES TEXAS POT STILL BOURBON W/ROCKS GLASSES,260,DIAGEO AMERICAS,750,6,1,0,92,12/01/2021,852757002659,,15.00,90.00,22.50,03/01/2024
101527,TEMPORARY & SPECIALTY PACKAGES,WRITERS TEARS COPPER POT IRISH WHISKEY W/FLASK,391,HOTALING & CO,750,6,1,0,80,08/01/2023,816511905280,10083664874139,20.01,120.06,30.02,03/01/2024
101530,TEMPORARY & SPECIALTY PACKAGES,REDNECK RIVIERA W/TWO MASON JARS,368,PARK STREET IMPORTS,750,6,1,0,80,06/01/2022,850030352040,,12.00,72.00,18.00,03/01/2024
101534,TEMPORARY & SPECIALTY PACKAGES,JIM BEAM W/CORNHOLE GAME,065,JIM BEAM BRANDS,1750,4,1,4,80,10/01/2021,80686027522,,21.00,84.00,31.50,03/01/2024
101539,TEMPORARY & SPECIALTY PACKAGES,SOUTHERN COMFORT PARTY BUCKET MINI,421,SAZERAC COMPANY  INC,50,1,120,0,100,03/01/2022,88004044978,,51.60,51.60,77.40,03/01/2024
101545,TEMPORARY & SPECIALTY PACKAGES,KNOB CREEK RYE W/JIGGER,065,JIM BEAM BRANDS,750,6,1,0,100,02/01/2022,80686035060,,21.00,126.00,31.50,03/01/2024
101548,TEMPORARY & SPECIALTY PACKAGES,TRES GENERACIONES ANEJO W/GLASSES,065,JIM BEAM BRANDS,750,3,1,0,80,12/01/2023,80686836643,,21.00,63.00,31.50,03/01/2024
101549,TEMPORARY & SPECIALTY PACKAGES,SUGARLANDS CANDY CANE VARIETY PACK,481,SUGARLANDS DISTILLING COMPANY LLC,50,1,60,0,70,11/01/2023,811559020384,10083664874139,102.36,102.36,153.54,03/01/2024
101554,TEMPORARY & SPECIALTY PACKAGES,WHISTLEPIG RYE PIGLETS 6/10/12 MINI,214,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,50,12,3,6,100,10/01/2023,810080550087,,12.50,150.00,18.75,03/01/2024
101561,TEMPORARY & SPECIALTY PACKAGES,MAKERS MARK W/SERVING TRAY,065,JIM BEAM BRANDS,1750,3,1,0,90,11/01/2021,85246501900,,32.50,97.50,48.75,03/01/2024
101564,TEMPORARY & SPECIALTY PACKAGES,ARDBEG 10YR MONSTERS OF SMOKE VAP,420,MOET HENNESSY USA,600,6,3,10,93,09/01/2021,81753835286,,24.99,149.94,37.49,03/01/2024
101568,TEMPORARY & SPECIALTY PACKAGES,DEVILS RIVER BOURBON W/2-50MLS,421,SAZERAC COMPANY  INC,850,6,1,0,90,08/01/2023,863431000304,10083664874139,16.50,99.00,24.75,03/01/2024
101575,TEMPORARY & SPECIALTY PACKAGES,DR. MCGILLICUDDYS CANDY CANES MINIS,421,SAZERAC COMPANY  INC,50,1,120,0,48,09/01/2021,88004048402,,60.00,60.00,90.00,03/01/2024
101582,WHISKEY LIQUEUR,SOUTHERN COMFORT HOLIDAY COCKTAIL CALENDAR,421,SAZERAC COMPANY  INC,50,4,24,0,100,09/01/2021,88004050214,,13.44,53.76,20.16,03/01/2024
101583,TEMPORARY & SPECIALTY PACKAGES,GLENMORANGIE TALE OF WINTER,420,MOET HENNESSY USA,750,6,1,0,92,09/01/2021,81753835385,,49.99,299.94,74.99,03/01/2024
101587,TEMPORARY & SPECIALTY PACKAGES,HIGH WEST OLD FASHION AND MANHATTAN COCKTAIL GIFT PACK,115,CONSTELLATION BRANDS INC,375,6,2,0,86,11/01/2021,86003267176,,14.00,84.00,21.00,03/01/2024
1016,TEMPORARY & SPECIALTY PACKAGES,GLENLIVET 12YR W/2 GLASSES,370,PERNOD RICARD USA,750,6,1,12,80,01/01/2022,80432900703,,27.98,167.88,41.97,03/01/2024
101600,TEMPORARY & SPECIALTY PACKAGES,CAPTAIN MORGAN W/NFL ICE MOLD,260,DIAGEO AMERICAS,1750,6,1,0,70,02/01/2022,82000799627,,18.99,113.94,28.49,03/01/2024
101601,TEMPORARY & SPECIALTY PACKAGES,CAPTAIN MORGAN SLICED APPLE W/NFL FOOTBALL ICE MOLD,260,DIAGEO AMERICAS,750,12,1,0,70,02/01/2022,82000794172,,9.49,113.88,14.24,03/01/2024
101614,TEMPORARY & SPECIALTY PACKAGES,MAKERS MARK 46 W/COASTERS,065,JIM BEAM BRANDS,750,6,1,0,94,11/01/2022,85246501993,10083664874139,21.50,129.00,32.25,03/01/2024
101615,TEMPORARY & SPECIALTY PACKAGES,MAKERS MARK W/MUGS,065,JIM BEAM BRANDS,750,6,1,0,90,11/01/2022,85246501009,10083664874139,18.00,108.00,27.00,03/01/2024
101622,COCKTAILS/RTD,TWISTED SHOTZ TAILGATE PARTY PACK 2.0,305,MHW LTD,2250,1,90,0,40,10/01/2021,766427005065,,54.30,54.30,81.45,03/01/2024
101617,TEMPORARY & SPECIALTY PACKAGES,HAKU VODKA W/MARTINI GLASS,065,JIM BEAM BRANDS,750,6,1,0,80,11/01/2022,80686958178,10083664874139,15.00,90.00,22.50,03/01/2024
101631,TEMPORARY & SPECIALTY PACKAGES,CIROC W/2 MINIS,260,DIAGEO AMERICAS,800,6,3,0,80,05/01/2022,88076187412,,16.49,98.94,24.74,03/01/2024
101633,TEMPORARY & SPECIALTY PACKAGES,CASAMIGOS BLANCO W/MARGARITA GLASS,260,DIAGEO AMERICAS,750,6,1,0,80,03/01/2023,88076187498,,28.49,170.94,42.74,03/01/2024
101641,IOWA SPIRITS MANUFACTURERS,CODY ROAD SIX SHOOTER VARIETY PACK MINIS,306,MISSISSIPPI RIVER DISTILLING COMPANY LLC,50,10,6,0,80,11/01/2021,855037005869,,9.00,90.00,13.50,03/01/2024
101650,COCKTAILS/RTD,ON THE ROCKS COMBO PACK 200ML 6 PACK,065,JIM BEAM BRANDS,200,1,36,0,40,04/01/2022,855880008338,,120.00,120.00,180.00,03/01/2024
101648,TEMPORARY & SPECIALTY PACKAGES,REDBREAST 12YR W/BIRDFEEDER,370,PERNOD RICARD USA,750,6,1,0,80,10/01/2023,80432117484,10083664874139,39.96,239.76,59.94,03/01/2024
101653,TEMPORARY & SPECIALTY PACKAGES,KOVAL GIN TRIO GIFT PACK,187,KOVAL DISTILLERY,600,6,3,0,82,11/01/2022,850786006501,,28.34,170.04,42.51,03/01/2024
101654,TEMPORARY & SPECIALTY PACKAGES,KOVAL WHISKEY GIFT PACK,187,KOVAL DISTILLERY,600,6,3,0,89,11/01/2022,850786006068,,32.50,195.00,48.75,03/01/2024
101658,TEMPORARY & SPECIALTY PACKAGES,BOMBAY SAPPHIRE FEVER TREE VARIETY PACK,035,BACARDI USA INC,750,6,1,0,94,05/01/2022,80480987978,,14.00,84.00,21.00,03/01/2024
101661,TEMPORARY & SPECIALTY PACKAGES,MIDNIGHT MOON PICNIC PACK MINIS,384,PIEDMONT DISTILLERS INC,200,12,4,0,90,10/01/2022,850015676246,10083664874139,5.72,68.64,8.58,03/01/2024
101664,TEMPORARY & SPECIALTY PACKAGES,BUSHMILLS W/GOLF FLASK,395,PROXIMO,750,6,1,0,80,10/01/2023,818844023433,10083664874139,15.00,90.00,22.50,03/01/2024
101665,TEMPORARY & SPECIALTY PACKAGES,STUMPYS SPIRITS COCKTAIL COLLECTION GIFT SET,745,STUMPYS SPIRITS CO,4500,1,12,0,25,01/01/2022,856098008097,,72.00,72.00,108.00,03/01/2024
101674,TEMPORARY & SPECIALTY PACKAGES,APEROL W/APEROL SPRITZ GLASS,619,CAMPARI AMERICA,750,6,1,0,22,06/01/2023,721059003322,10083664874139,15.00,90.00,22.50,03/01/2024
101675,TEMPORARY & SPECIALTY PACKAGES,KNOB CREEK RYE 7YR W/2 GLASSES,065,JIM BEAM BRANDS,750,6,1,7,100,10/01/2023,80686035053,10083664874139,21.00,126.00,31.50,03/01/2024
101677,TEMPORARY & SPECIALTY PACKAGES,SMOOTH AMBLER CONTRADICTION W/2 GLASSES,370,PERNOD RICARD USA,750,3,1,0,92,10/01/2023,854570002465,10083664874139,18.98,56.94,28.47,03/01/2024
101682,TEMPORARY & SPECIALTY PACKAGES,BACARDI FLAVORED RUM PARTY BUCKET,035,BACARDI USA INC,50,1,80,0,70,05/01/2022,80480988067,,39.96,39.96,59.94,03/01/2024
101706,TEMPORARY & SPECIALTY PACKAGES,ST GERMAIN W/CARAFE PACK,035,BACARDI USA INC,750,6,1,0,40,08/01/2022,80480987343,,20.00,120.00,30.00,03/01/2024
101710,WHISKEY LIQUEUR,FIREBALL WINDOW BOX MINIS,421,SAZERAC COMPANY  INC,50,1,120,0,66,05/01/2022,88004036089,,51.60,51.60,77.40,03/01/2024
101712,AMERICAN SCHNAPPS,99 RAINBOW PACK MINI,421,SAZERAC COMPANY  INC,50,1,120,0,99,09/01/2023,88004053710,10083664874139,51.60,51.60,77.40,03/01/2024
101707,TEMPORARY & SPECIALTY PACKAGES,BAILEYS ORIGINAL IRISH CREAM W/GLASS MUG,260,DIAGEO AMERICAS,750,6,1,0,34,09/01/2023,86767705402,10083664874139,16.49,98.94,24.74,03/01/2024
101729,TEMPORARY & SPECIALTY PACKAGES,MARTELL BLUE SWIFT W/2 GLASSES AND JIGGER,370,PERNOD RICARD USA,750,6,1,0,80,10/01/2023,80432000182,10083664874139,27.98,167.88,41.97,03/01/2024
101763,TEMPORARY & SPECIALTY PACKAGES,CAZADORES REPOSADO W/JARRITOS PACK,035,BACARDI USA INC,750,6,1,0,80,06/01/2023,80480987886,,14.50,87.00,21.75,03/01/2024
101764,TEMPORARY & SPECIALTY PACKAGES,JAMESON ORANGE W/2 SODA CANS,370,PERNOD RICARD USA,750,6,1,0,60,08/01/2022,80432000151,,14.99,89.94,22.49,03/01/2024
101765,TEMPORARY & SPECIALTY PACKAGES,CAMPARI NEGRONI VAP,619,CAMPARI AMERICA,750,6,1,0,48,08/01/2023,721059003346,10083664874139,17.50,105.00,26.25,03/01/2024
101766,TEMPORARY & SPECIALTY PACKAGES,GRAND MARNIER W/ROCKS GLASS GIFT SET,619,CAMPARI AMERICA,750,6,1,0,80,07/01/2023,721059003353,,23.00,138.00,34.50,03/01/2024
101767,TEMPORARY & SPECIALTY PACKAGES,FRANGELICO W/COUPE GLASS GIFT SET,619,CAMPARI AMERICA,750,6,1,0,40,09/01/2023,721059003360,,16.50,99.00,24.75,03/01/2024
101768,TEMPORARY & SPECIALTY PACKAGES,LONGBRANCH W/2 ROCK GLASSES,619,CAMPARI AMERICA,750,6,1,8,86,09/01/2023,721059003377,10083664874139,21.50,129.00,32.25,03/01/2024
101770,TEMPORARY & SPECIALTY PACKAGES,JAGERMEISTER W/FLASK & FUNNEL,192,"MAST-JAGERMEISTER US, INC",750,6,1,0,70,09/01/2022,83089000253,,14.35,86.10,21.53,03/01/2024
101773,TEMPORARY & SPECIALTY PACKAGES,CAROLANS HOLIDAY W/BRANDED ROCKS GLASSES,259,HEAVEN HILL BRANDS,750,6,1,0,34,07/01/2022,810845030144,,9.50,57.00,14.25,03/01/2024
101774,TEMPORARY & SPECIALTY PACKAGES,CHIVAS 12YR W/HIGHBALL GLASS,370,PERNOD RICARD USA,750,6,1,12,80,10/01/2022,80432000168,10083664874139,19.48,116.88,29.22,03/01/2024
101786,TEMPORARY & SPECIALTY PACKAGES,CAPTAIN MORGAN OSR W/HELMET POURER,260,DIAGEO AMERICAS,1750,6,1,0,70,09/01/2022,82000801061,10083664874139,18.99,113.94,28.49,03/01/2024
101787,TEMPORARY & SPECIALTY PACKAGES,CAPTAIN MORGAN OSR 1.75L PET W/HELMET POURER,260,DIAGEO AMERICAS,1750,6,1,0,70,09/01/2022,82000801078,10083664874139,18.99,113.94,28.49,03/01/2024
101791,TEMPORARY & SPECIALTY PACKAGES,BULLEIT BOURBON WHISKEY W/MUG,260,DIAGEO AMERICAS,750,6,1,0,90,09/01/2023,82000801085,10083664874139,17.99,107.94,26.99,03/01/2024
101794,TEMPORARY & SPECIALTY PACKAGES,TORRES 10 BRANDY W/2 GLASSES,255,INFINIUM SPIRITS,750,6,1,10,80,10/01/2023,88586006517,10083664874139,10.99,65.94,16.49,03/01/2024
101796,TEMPORARY & SPECIALTY PACKAGES,BIRD DOG PEANUT BUTTER FLAVORED WHISKEY W/2 MINIS,492,WESTERN SPIRITS BEVERAGE,850,6,1,0,80,10/01/2022,812459015548,10083664874139,11.50,69.00,17.25,03/01/2024
101800,TEMPORARY & SPECIALTY PACKAGES,BIRD DOG SALTED CARAMEL FLAVORED WHISKEY W/2 MINIS,492,WESTERN SPIRITS BEVERAGE,850,6,1,0,80,10/01/2022,812459015555,10083664874139,11.50,69.00,17.25,03/01/2024
101802,TEMPORARY & SPECIALTY PACKAGES,BIRD DOG BLACKBERRY FLAVORED WHISKEY W/2 MINIS,492,WESTERN SPIRITS BEVERAGE,850,6,1,0,80,10/01/2022,812459015531,10083664874139,11.50,69.00,17.25,03/01/2024
101809,AMERICAN FLAVORED VODKA,TRULY 50ML PARTY PACK MINIS,065,JIM BEAM BRANDS,50,1,90,0,60,04/01/2022,80686896197,,54.00,54.00,81.00,03/01/2024
101813,STRAIGHT BOURBON WHISKIES,JIM BEAM GLASS TRAYPACK,065,JIM BEAM BRANDS,1750,6,1,0,80,04/01/2022,80686001102,,21.50,129.00,32.25,03/01/2024
101804,TEMPORARY & SPECIALTY PACKAGES,BIRD DOG PEACH FLAVORED WHISKEY W/2 MINIS,492,WESTERN SPIRITS BEVERAGE,850,6,1,0,80,10/01/2022,812459015524,10083664874139,11.50,69.00,17.25,03/01/2024
101815,TEMPORARY & SPECIALTY PACKAGES,ELIJAH CRAIG SMALL BATCH W/OLD FASHION & JIGGER,259,HEAVEN HILL BRANDS,750,6,1,0,94,09/01/2023,96749004041,,17.50,105.00,26.25,03/01/2024
101819,TEMPORARY & SPECIALTY PACKAGES,RABBIT HOLE 2PK W/CAVEHILL & HEIGOLD,370,PERNOD RICARD USA,750,6,2,0,95,10/01/2023,856581006470,10083664874139,14.99,89.94,22.49,03/01/2024
101820,TEMPORARY & SPECIALTY PACKAGES,ARDBEG RDCORE GB,420,MOET HENNESSY USA,750,6,1,0,92,05/01/2022,81753835705,,62.49,374.94,93.74,03/01/2024
101834,TEMPORARY & SPECIALTY PACKAGES,MIDNIGHT MOON PEPPERMINT W/2 SHOT GLASSES,384,PIEDMONT DISTILLERS INC,750,6,1,0,80,10/01/2023,850015676369,10083664874139,11.50,69.00,17.25,03/01/2024
101839,TEMPORARY & SPECIALTY PACKAGES,CODIGO 1530 TEQUILA ROSA VAP,370,PERNOD RICARD USA,375,8,1,0,80,10/01/2022,850018046220,10083664874139,17.50,140.00,26.25,03/01/2024
101841,TEMPORARY & SPECIALTY PACKAGES,LARCENY W/STAINLESS STEEL TUMBLER,259,HEAVEN HILL BRANDS,750,6,1,0,92,09/01/2023,96749004065,,15.00,90.00,22.50,03/01/2024
101844,TEMPORARY & SPECIALTY PACKAGES,DEWARS CASK SERIES TRILOGY PACK,035,BACARDI USA INC,375,6,3,8,80,12/01/2022,80480988050,10083664874139,20.00,120.00,30.00,03/01/2024
101850,TEMPORARY & SPECIALTY PACKAGES,ABSOLUT W/RISE COLD BREW,370,PERNOD RICARD USA,750,6,1,0,80,10/01/2023,80432000311,10083664874139,9.99,59.94,14.99,03/01/2024
